Frequency,Absorbance
5.92106,4.60058
5.92638,3.54433
5.92389,3.50143
5.92383,3.46553
5.92376,3.42962
5.92501,2.79028
5.92058,2.73939
5.92601,4.66643
5.93608,3.83341
5.93406,3.78473
5.934,3.74882
5.93393,3.71292
5.93387,3.67701
5.9338,3.6411
5.93374,3.60519
5.93367,3.57128
5.9351,3.2948
5.93308,3.24612
5.93302,3.21021
5.93295,3.17431
5.93289,3.1384
5.93282,3.10249
5.93276,3.06658
5.93269,3.03068
5.93263,2.99477
5.93256,2.95886
5.9325,2.92296
5.93243,2.88705
5.93237,2.85114
5.9323,2.81723
5.93621,4.96568
5.93614,4.92978
5.93608,4.89387
5.93597,4.83402
5.94491,4.43907
5.94483,4.39918
5.94716,4.3523
5.94467,4.3114
5.94461,4.27549
5.94454,4.23959
5.94448,4.20368
5.94441,4.16777
5.94435,4.13187
5.94428,4.09596
5.94422,4.06005
5.94415,4.02414
5.94409,3.98824
5.94402,3.95233
5.94396,3.91642
5.94389,3.88051
5.9454,3.38281
5.94291,3.3419
5.95483,3.52467
5.95281,3.47758
5.95275,3.44168
5.95269,3.40976
5.95346,2.77061
5.94903,2.72153
5.96136,4.63861
5.96452,4.6067
5.96311,3.82871
5.96304,3.7928
5.96298,3.75689
5.96291,3.72099
5.96285,3.68508
5.96278,3.64917
5.96272,3.61326
5.96265,3.57736
5.96213,3.2901
5.96206,3.25419
5.962,3.21828
5.96193,3.18238
5.96187,3.14647
5.9618,3.11056
5.96174,3.07465
5.96167,3.03875
5.96161,3.00284
5.96154,2.96693
5.96148,2.93102
5.96141,2.89512
5.96135,2.85921
5.96128,2.8233
5.97387,4.43916
5.97381,4.40325
5.97374,4.36735
5.97368,4.33144
5.97361,4.29553
5.97355,4.25963
5.97348,4.22372
5.97342,4.18781
5.97335,4.1519
5.97329,4.116
5.97322,4.08009
5.97315,4.04418
5.97309,4.00827
5.97302,3.97237
5.97296,3.93646
5.97289,3.90055
5.97283,3.86464
5.97192,3.36194
5.97185,3.32603
5.97259,2.67013
