Frequency,Absorbance
4.99991,1.00096
4.99991,0.97938
4.99484,0.83196
4.99484,0.81398
5.01513,1.2131
5.01513,1.19153
5.01513,1.16995
5.01513,1.14838
5.01513,1.1268
5.01513,1.10522
5.01513,1.08485
5.00499,0.86071
5.02782,1.5601
5.02528,1.53433
5.02528,1.51275
5.02528,1.49118
5.02528,1.4696
5.02528,1.44803
5.02528,1.42645
5.02528,1.40487
5.02528,1.3833
5.02528,1.36172
5.02528,1.34015
5.02528,1.31857
5.02528,1.297
5.02528,1.27542
5.02528,1.25384
5.02528,1.23227
5.03746,1.99268
5.03543,1.96343
5.03543,1.94185
5.03543,1.92028
5.03543,1.8987
5.03543,1.87713
5.03543,1.85555
5.03543,1.83398
5.03543,1.8124
5.03543,1.79083
5.03543,1.76925
5.03543,1.74767
5.03543,1.7261
5.03543,1.70452
5.03543,1.68295
5.03543,1.66137
5.03543,1.6398
5.03543,1.61822
5.03543,1.59665
5.03543,1.57627
5.04558,2.19835
5.04558,2.17678
5.04558,2.1552
5.04558,2.13363
5.04558,2.11205
5.04558,2.09048
5.04558,2.0689
5.04558,2.04732
5.04558,2.02575
5.03543,1.20589
5.03543,1.18431
5.03543,1.16274
5.03543,1.14116
5.05573,1.55107
5.05573,1.5295
5.05573,1.50792
5.05573,1.48635
5.05573,1.46477
5.05573,1.4432
5.05573,1.42162
5.05573,1.40004
5.05573,1.37847
5.05573,1.35689
5.05573,1.33172
5.05573,1.31554
5.06842,2.00235
5.06588,1.97778
5.06588,1.9562
5.06588,1.93463
5.06588,1.91305
5.06588,1.89148
5.06588,1.8699
5.06588,1.84833
5.06588,1.82675
5.06588,1.80518
5.06588,1.7836
5.06588,1.76202
5.06588,1.74045
5.06588,1.71887
5.06588,1.6973
5.06588,1.67572
5.06588,1.65415
5.06588,1.63257
5.06588,1.61099
5.06588,1.58942
5.06588,1.56784
5.06588,2.17675
5.06588,2.15518
5.07095,2.12641
5.07095,2.10483
5.07095,2.08325
5.07095,2.06168
5.07095,2.0401
5.06588,2.02573
5.07806,1.28926
5.07603,1.26098
5.07603,1.2394
5.07603,1.21783
5.07603,1.19625
5.07603,1.17468
5.07349,1.15191
5.08871,1.53486
5.08618,1.51029
5.08618,1.48871
5.08618,1.46713
5.08618,1.44556
5.08618,1.42398
5.08618,1.40241
5.08618,1.38083
5.08618,1.35926
5.08618,1.33768
5.08618,1.31611
5.08871,1.12492
5.08618,1.10035
5.08618,1.07877
5.08618,1.0572
5.08618,1.99334
5.08618,1.79556
5.08618,1.77399
5.08618,1.75241
5.08618,1.73084
5.08618,1.70926
5.08618,1.68769
5.08618,1.66611
5.08618,1.64453
5.08618,1.62296
5.08618,1.60138
5.09125,1.57261
5.08618,1.55823
5.09886,1.0386
5.09633,1.01164
5.09633,0.99006
5.09633,0.96849
5.09633,0.94691
5.09633,0.92534
5.09633,0.90376
5.09633,0.88218
5.09633,0.86061
5.09633,0.84443
5.09633,1.28493
5.09633,1.26335
5.1014,1.23818
5.1014,1.2202
5.09633,1.19863
5.1014,1.16985
5.1014,1.14828
5.10901,0.83003
5.10647,0.80306
5.10647,0.78149
5.10647,0.75991
5.10647,0.73834
5.10647,1.1195
5.10647,1.09793
5.10647,1.07635
5.11916,0.71854
5.11662,0.99364
5.11662,0.88935
5.11662,0.86778
5.12931,0.69516
5.12677,0.79585
5.12677,0.77427
5.12677,0.7527
5.13946,0.66908
5.13692,0.73111
5.15214,0.68794
5.1694,0.66563
5.19781,0.6771
5.18767,0.66273
5.22826,0.68066
5.25871,0.68662
5.28104,0.71656
5.31199,0.7453
